"","zipcode","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume","sale.dollars.capita","sale.volume.capita"
"2110",51046,93.6,17.7,7,32243,1690,1671,0,6,0,2,10,1,"Distilled Spirits",56,2,0.0331360946745562,0.00118343195266272
"2111",51046,93.6,17.7,7,32243,1690,1671,0,6,0,2,10,1,"Amaretto",382,51,0.22603550295858,0.0301775147928994
"2112",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Amaretto",413,65,0.158602150537634,0.0249615975422427
"2113",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Vodka",20813,2126,7.99270353302611,0.816436251920123
"2114",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Gin",1484,137,0.56989247311828,0.0526113671274962
"2115",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Rum",21700,1315,8.33333333333333,0.504992319508449
"2116",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Schnapps",8210,609,3.15284178187404,0.233870967741935
"2117",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Distilled Spirits",171,8,0.065668202764977,0.00307219662058372
"2118",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Whisky",52974,3634,20.3433179723502,1.39554531490015
"2119",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Tequila",1976,120,0.758832565284178,0.0460829493087558
"2120",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Misc",8103,430,3.11175115207373,0.165130568356375
"2121",51050,94.9,16.1,2.4,30904,2604,2576,0,0,0,0,0,28,"Brandy",4219,378,1.62019969278034,0.145161290322581
"2122",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Whisky",2797,244,2.55667276051188,0.223034734917733
"2123",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Amaretto",40,7,0.036563071297989,0.00639853747714808
"2124",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Misc",528,48,0.482632541133455,0.0438756855575868
"2125",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Gin",248,32,0.226691042047532,0.0292504570383912
"2126",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Brandy",49,5,0.0447897623400366,0.00457038391224863
"2127",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Vodka",1783,259,1.62979890310786,0.236745886654479
"2128",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Schnapps",597,46,0.545703839122486,0.0420475319926874
"2129",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Rum",2384,187,2.17915904936015,0.170932358318099
"2130",51053,89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,"Tequila",232,12,0.212065813528336,0.0109689213893967
"2131",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Whisky",78735,5405,14.5053426676492,0.995762711864407
"2132",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Rum",26532,1927,4.88798820928519,0.355011053795136
"2133",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Misc",11906,742,2.19344141488578,0.136698599852616
"2134",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Vodka",43068,4324,7.93441414885777,0.796610169491525
"2135",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Distilled Spirits",718,35,0.132277081798084,0.00644804716285925
"2136",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Brandy",5498,359,1.01289609432572,0.066138540899042
"2137",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Schnapps",5412,374,0.997052321296979,0.0689019896831245
"2138",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Amaretto",322,39,0.0593220338983051,0.00718496683861459
"2139",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Gin",2319,203,0.42722918201916,0.0373986735445836
"2140",51054,95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,"Tequila",13562,829,2.49852616064849,0.152726602800295
"2141",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Rum",12146,789,7.69708491761724,0.5
"2142",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Tequila",3862,155,2.44740177439797,0.0982256020278834
"2143",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Whisky",29154,1786,18.4752851711027,1.1318124207858
"2144",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Brandy",2053,168,1.30101394169835,0.106463878326996
"2145",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Misc",2865,115,1.81558935361217,0.0728770595690748
"2146",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Vodka",18172,1734,11.5158428390368,1.09885931558935
"2147",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Schnapps",2147,158,1.36058301647655,0.100126742712294
"2148",51055,96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,"Gin",672,44,0.425855513307985,0.0278833967046895
"2149",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Amaretto",55,8,0.0609080841638981,0.008859357696567
"2150",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Brandy",337,24,0.373200442967885,0.026578073089701
"2151",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Rum",7346,538,8.13510520487265,0.595791805094131
"2152",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Vodka",7203,699,7.97674418604651,0.774086378737541
"2153",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Distilled Spirits",178,9,0.197120708748616,0.00996677740863787
"2154",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Misc",2064,118,2.28571428571429,0.130675526024363
"2155",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Tequila",1506,98,1.66777408637874,0.108527131782946
"2156",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Schnapps",2285,151,2.53045404208195,0.167220376522702
"2157",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Whisky",19371,1561,21.4518272425249,1.72868217054264
"2158",51058,94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,"Gin",517,59,0.572535991140642,0.0653377630121816
"2159",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Schnapps",32,4,0.0440771349862259,0.00550964187327824
"2160",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Brandy",3,1,0.00413223140495868,0.00137741046831956
"2161",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Tequila",17,1,0.0234159779614325,0.00137741046831956
"2162",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Gin",1,0,0.00137741046831956,0
"2163",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Rum",31,4,0.0426997245179063,0.00550964187327824
"2164",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Misc",31,2,0.0426997245179063,0.00275482093663912
"2165",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Vodka",69,5,0.0950413223140496,0.0068870523415978
"2166",51061,95.9,20.7,3.7,31667,726,717,0,0,6,0,0,3,"Whisky",191,15,0.263085399449036,0.0206611570247934
"2167",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Tequila",39826,1274,48.2154963680387,1.54237288135593
"2168",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Whisky",180866,8747,218.966101694915,10.589588377724
"2169",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Distilled Spirits",1114,50,1.34866828087167,0.0605326876513317
"2170",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Misc",35001,1568,42.3740920096852,1.89830508474576
"2171",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Vodka",115356,8255,139.65617433414,9.99394673123487
"2172",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Gin",13585,910,16.4467312348668,1.10169491525424
"2173",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Brandy",32813,1491,39.725181598063,1.80508474576271
"2174",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Rum",58501,3901,70.8244552058111,4.7227602905569
"2175",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Schnapps",25947,1499,31.4128329297821,1.81476997578692
"2176",51101,77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,"Amaretto",2112,157,2.55690072639225,0.190072639225182
"2177",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Gin",47777,3413,2.70109678878336,0.192955676164631
"2178",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Schnapps",146229,8990,8.2671302578019,0.508254183627318
"2179",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Whisky",576310,29635,32.5819764812302,1.67542966983265
"2180",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Rum",261598,17411,14.7895748530077,0.984339665309815
"2181",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Brandy",150598,6537,8.51413387607417,0.369572591587517
"2182",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Vodka",360986,26129,20.4085255540479,1.47721619176843
"2183",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Amaretto",7527,605,0.425542740841248,0.0342039800995025
"2184",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Distilled Spirits",3934,260,0.222410673903211,0.0146992311171416
"2185",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Tequila",193130,8297,10.9187019448213,0.469075079149706
"2186",51103,75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,"Misc",187571,9872,10.604421076436,0.558118498417006
"2187",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Brandy",39572,2387,1.78067767628133,0.107411240606579
"2188",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Tequila",92664,5534,4.16973405930792,0.249021284255051
"2189",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Gin",38896,2714,1.75025874094407,0.122125725599604
"2190",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Amaretto",4911,412,0.220987265445709,0.0185393511227107
"2191",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Distilled Spirits",4060,332,0.1826936057238,0.0149394771183009
"2192",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Vodka",267500,21812,12.0370787022454,0.981505647302344
"2193",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Rum",174142,12741,7.83611573594924,0.573324933627323
"2194",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Whisky",388254,22133,17.4708185213518,0.995950141745039
"2195",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Misc",120509,7490,5.42271520496783,0.337038203662872
"2196",51104,90.2,33.7,3.8,27821,22223,19520,764,204,636,14,386,699,"Schnapps",60533,3918,2.72388966386176,0.176303829365972
"2197",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Amaretto",2787,272,0.269718378012194,0.0263234297880577
"2198",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Misc",85496,5005,8.27407335720507,0.484370463563341
"2199",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Gin",23881,1872,2.31113906900223,0.181167134423691
"2200",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Schnapps",69660,4849,6.74150779057389,0.469273202361366
"2201",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Whisky",332554,21908,32.183683344624,2.12019742572341
"2202",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Brandy",40479,2580,3.91744894996613,0.249685473724959
"2203",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Distilled Spirits",3392,159,0.328268653827543,0.0153875931481661
"2204",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Vodka",211189,20142,20.4383044614342,1.94928868673183
"2205",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Rum",138078,10103,13.3628181554244,0.977741217458628
"2206",51105,67.8,7.6,6.3,22525,10333,7002,818,262,625,11,1216,399,"Tequila",66844,3312,6.46898287041518,0.320526468595761
"2207",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Tequila",254542,15934,9.7855605105336,0.612563432262033
"2208",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Distilled Spirits",23387,2290,0.899085037674919,0.0880362909426419
"2209",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Amaretto",16679,1391,0.64120405966477,0.0534753190834999
"2210",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Brandy",94631,5375,3.63797478087037,0.206635399046594
"2211",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Gin",61359,4109,2.35887282792557,0.157965554359526
"2212",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Rum",477455,33577,18.3551822235891,1.29082731047209
"2213",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Vodka",627692,53845,24.1308626787636,2.07000615100723
"2214",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Whisky",1278518,83304,49.1510841150238,3.20252191296325
"2215",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Misc",345379,19033,13.2776795325235,0.731700753498385
"2216",51106,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,"Schnapps",181817,12068,6.98973550668922,0.463939720129171
"2217",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Misc",63567,3908,10.7177541729894,0.658910807620975
"2218",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Distilled Spirits",3466,151,0.584387118529759,0.0254594503456415
"2219",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Vodka",171756,16073,28.959028831563,2.70999831394369
"2220",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Amaretto",1948,175,0.328443770021919,0.0295059854999157
"2221",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Brandy",25950,1519,4.37531613555893,0.256111954139268
"2222",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Gin",15499,1436,2.61321868150396,0.242117686730737
"2223",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Whisky",234176,16426,39.4833923453043,2.7695161018378
"2224",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Schnapps",24237,1625,4.08649468892261,0.273984151070646
"2225",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Tequila",48436,3395,8.16658236385095,0.572416118698365
"2226",51108,83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,"Rum",117534,8395,19.8168942842691,1.41544427583881
"2227",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Misc",8077,524,2.59961377534599,0.168651432249759
"2228",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Tequila",4774,409,1.5365304151915,0.131638236240747
"2229",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Rum",19233,1383,6.19021564209849,0.445123913743161
"2230",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Brandy",2617,219,0.842291599613775,0.0704859993562922
"2231",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Amaretto",221,36,0.0711297071129707,0.0115867396202124
"2232",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Gin",2949,271,0.949147087222401,0.0872224010299324
"2233",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Whisky",35462,2444,11.4135822336659,0.786610878661088
"2234",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Schnapps",2848,207,0.916639845510138,0.0666237528162214
"2235",51109,79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,"Vodka",34176,3237,10.9996781461217,1.0418410041841
"2236",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Amaretto",3419,366,0.567940199335548,0.060797342192691
"2237",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Vodka",117169,11444,19.4632890365449,1.90099667774086
"2238",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Rum",153026,10729,25.4196013289037,1.78222591362126
"2239",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Tequila",32394,1933,5.38106312292359,0.32109634551495
"2240",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Misc",66625,4364,11.0672757475083,0.724916943521595
"2241",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Whisky",329895,25017,54.7998338870432,4.15564784053156
"2242",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Schnapps",44051,3723,7.31744186046512,0.61843853820598
"2243",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Gin",19121,1660,3.17624584717608,0.275747508305648
"2244",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Brandy",27067,2253,4.49617940199336,0.374252491694352
"2245",51201,93.3,28.8,2.3,28718,6020,5602,21,7,77,0,222,91,"Distilled Spirits",6323,480,1.05033222591362,0.079734219269103
"2246",51230,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10,"Rum",85,7,0.181623931623932,0.014957264957265
"2247",51230,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10,"Vodka",9,0,0.0192307692307692,0
"2248",51230,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10,"Whisky",57,6,0.121794871794872,0.0128205128205128
"2249",51230,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10,"Amaretto",2,0,0.00427350427350427,0
"2250",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Brandy",1972,200,1.26167626359565,0.127959053103007
"2251",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Schnapps",1974,165,1.26295585412668,0.105566218809981
"2252",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Gin",60,9,0.0383877159309021,0.00575815738963532
"2253",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Rum",6408,516,4.09980806142035,0.330134357005758
"2254",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Misc",3979,238,2.54574536148432,0.152271273192578
"2255",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Whisky",18741,1538,11.9904030710173,0.984005118362124
"2256",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Vodka",4056,477,2.59500959692898,0.305182341650672
"2257",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Tequila",541,20,0.346129238643634,0.0127959053103007
"2258",51237,87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,"Amaretto",56,8,0.035828534868842,0.00511836212412028
"2259",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Schnapps",370,24,0.326855123674912,0.0212014134275618
"2260",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Gin",218,13,0.192579505300353,0.0114840989399293
"2261",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Vodka",2805,225,2.47791519434629,0.198763250883392
"2262",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Brandy",113,7,0.0998233215547703,0.00618374558303887
"2263",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Whisky",3393,202,2.99734982332155,0.178445229681979
"2264",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Tequila",420,16,0.371024734982332,0.0141342756183746
"2265",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Rum",1460,80,1.28975265017668,0.0706713780918728
"2266",51238,93.9,15.6,1.7,33629,1132,1111,0,0,3,0,0,18,"Misc",369,15,0.325971731448763,0.0132508833922261
"2267",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Schnapps",6533,455,2.99678899082569,0.208715596330275
"2268",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Misc",7223,474,3.31330275229358,0.21743119266055
"2269",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Amaretto",1521,78,0.697706422018349,0.0357798165137615
"2270",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Rum",24886,1586,11.4155963302752,0.727522935779817
"2271",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Vodka",11075,1125,5.0802752293578,0.51605504587156
"2272",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Distilled Spirits",969,47,0.444495412844037,0.0215596330275229
"2273",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Gin",398,27,0.18256880733945,0.0123853211009174
"2274",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Brandy",661,65,0.303211009174312,0.0298165137614679
"2275",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Tequila",3597,202,1.65,0.0926605504587156
"2276",51240,89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,"Whisky",46310,3221,21.243119266055,1.47752293577982
"2277",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Whisky",84945,5378,51.2334137515078,3.24366706875754
"2278",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Misc",11291,549,6.81001206272618,0.331121833534379
"2279",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Distilled Spirits",452,21,0.272617611580217,0.0126658624849216
"2280",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Brandy",6985,491,4.21290711700844,0.296139927623643
"2281",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Amaretto",1109,116,0.668878166465621,0.0699638118214717
"2282",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Vodka",43351,3511,26.1465621230398,2.11761158021713
"2283",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Tequila",8285,312,4.99698431845597,0.188178528347407
"2284",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Schnapps",11214,664,6.76357056694813,0.400482509047045
"2285",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Rum",44540,2845,26.8636911942099,1.71592279855247
"2286",51241,89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,"Gin",3833,244,2.31182147165259,0.147165259348613
"2287",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Gin",626,52,0.505246166263115,0.0419693301049233
"2288",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Brandy",1897,188,1.53107344632768,0.151735270379338
"2289",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Schnapps",8196,663,6.61501210653753,0.535108958837772
"2290",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Whisky",37348,2531,30.1436642453592,2.04277643260694
"2291",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Tequila",2542,131,2.05165456012914,0.105730427764326
"2292",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Distilled Spirits",34,2,0.0274414850686037,0.00161420500403551
"2293",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Vodka",16194,1562,13.0702179176755,1.26069410815174
"2294",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Rum",18208,1244,14.6957223567393,1.00403551251009
"2295",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Misc",6050,324,4.88297013720743,0.261501210653753
"2296",51245,88.7,18.4,1.8,31528,1239,1124,10,0,7,0,93,5,"Amaretto",336,50,0.271186440677966,0.0403551251008878
"2297",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Gin",2017,176,0.595864106351551,0.0519940915805022
"2298",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Misc",21563,1330,6.37016248153619,0.392909896602659
"2299",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Brandy",8742,787,2.58257016248154,0.232496307237814
"2300",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Rum",73602,4764,21.7435745937962,1.40738552437223
"2301",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Schnapps",27377,1937,8.0877400295421,0.572230428360414
"2302",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Whisky",134738,9913,39.8044313146233,2.92850812407681
"2303",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Distilled Spirits",947,48,0.279763663220089,0.0141802067946824
"2304",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Amaretto",1837,260,0.542688330871492,0.0768094534711965
"2305",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Tequila",6542,345,1.93264401772526,0.10192023633678
"2306",51246,91.9,25.6,1.4,31431,3385,3361,4,8,2,0,1,9,"Vodka",38960,4105,11.5096011816839,1.21270310192024
"2307",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Brandy",2266,156,0.433850277618227,0.0298678920160827
"2308",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Whisky",48714,3416,9.3268236645606,0.654030250813709
"2309",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Rum",31625,2029,6.05494926287574,0.388474057055332
"2310",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Distilled Spirits",79,2,0.0151254068542983,0.000382921692513881
"2311",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Schnapps",8875,582,1.69921501053035,0.111430212521539
"2312",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Vodka",20014,2113,3.83189737698641,0.404556768140915
"2313",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Tequila",8798,303,1.68447252536856,0.058012636415853
"2314",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Gin",566,48,0.108366838981428,0.00919012062033314
"2315",51247,89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,"Misc",7105,340,1.36032931265556,0.0650966877273598
