category,Table Name,zipcode,bachelor,high.school,income,pop.asian,pop.black,pop.hawai,pop.indian,pop.multi,pop.other,pop.white,population,sale.dollars,sale.volume,unemployment
Whisky,project.sales.zipcodes.csv,50543,,,,,,,,,,,,33407,2208,
Rum,project.sales.zipcodes.csv,50543,,,,,,,,,,,,15264,1019,
Gin,project.sales.zipcodes.csv,50543,,,,,,,,,,,,1698,134,
Vodka,project.sales.zipcodes.csv,50543,,,,,,,,,,,,18536,1961,
Brandy,project.sales.zipcodes.csv,50543,,,,,,,,,,,,1773,162,
Tequila,project.sales.zipcodes.csv,50543,,,,,,,,,,,,3406,169,
Amaretto,project.sales.zipcodes.csv,50543,,,,,,,,,,,,356,49,
Schnapps,project.sales.zipcodes.csv,50543,,,,,,,,,,,,5139,386,
Distilled Spirits,project.sales.zipcodes.csv,50543,,,,,,,,,,,,226,12,
Misc,project.sales.zipcodes.csv,50703,,,,,,,,,,,,174277,9316,
Whisky,project.sales.zipcodes.csv,50703,,,,,,,,,,,,744737,43978,
Brandy,project.sales.zipcodes.csv,50703,,,,,,,,,,,,712442,31844,
Rum,project.sales.zipcodes.csv,50703,,,,,,,,,,,,254306,16965,
Tequila,project.sales.zipcodes.csv,50703,,,,,,,,,,,,271832,10835,
Gin,project.sales.zipcodes.csv,50703,,,,,,,,,,,,218302,16558,
Vodka,project.sales.zipcodes.csv,50703,,,,,,,,,,,,820483,52511,
Amaretto,project.sales.zipcodes.csv,50703,,,,,,,,,,,,8009,837,
Schnapps,project.sales.zipcodes.csv,50703,,,,,,,,,,,,129439,8590,
Distilled Spirits,project.sales.zipcodes.csv,50703,,,,,,,,,,,,5451,283,
Whisky,project.sales.zipcodes.csv,52175,,,,,,,,,,,,104745,7999,
Gin,project.sales.zipcodes.csv,52175,,,,,,,,,,,,3712,338,
Vodka,project.sales.zipcodes.csv,52175,,,,,,,,,,,,58023,6433,
Misc,project.sales.zipcodes.csv,52175,,,,,,,,,,,,17764,1160,
Rum,project.sales.zipcodes.csv,52175,,,,,,,,,,,,42386,3215,
Brandy,project.sales.zipcodes.csv,52175,,,,,,,,,,,,5190,436,
Tequila,project.sales.zipcodes.csv,52175,,,,,,,,,,,,10917,712,
Amaretto,project.sales.zipcodes.csv,52175,,,,,,,,,,,,1713,229,
Schnapps,project.sales.zipcodes.csv,52175,,,,,,,,,,,,22281,1755,
Misc,project.sales.zipcodes.csv,50469,,,,,,,,,,,,5342,286,
Tequila,project.sales.zipcodes.csv,50469,,,,,,,,,,,,1199,73,
Rum,project.sales.zipcodes.csv,50469,,,,,,,,,,,,17589,1092,
Whisky,project.sales.zipcodes.csv,50469,,,,,,,,,,,,41925,3472,
Distilled Spirits,project.sales.zipcodes.csv,50469,,,,,,,,,,,,5,0,
Gin,project.sales.zipcodes.csv,50469,,,,,,,,,,,,604,45,
Vodka,project.sales.zipcodes.csv,50469,,,,,,,,,,,,17131,1935,
Brandy,project.sales.zipcodes.csv,50469,,,,,,,,,,,,2098,199,
Schnapps,project.sales.zipcodes.csv,50469,,,,,,,,,,,,5008,371,
Amaretto,project.sales.zipcodes.csv,50469,,,,,,,,,,,,308,46,
Whisky,project.sales.zipcodes.csv,52144,,,,,,,,,,,,33047,2459,
Gin,project.sales.zipcodes.csv,52144,,,,,,,,,,,,1132,143,
Vodka,project.sales.zipcodes.csv,52144,,,,,,,,,,,,12680,1467,
Misc,project.sales.zipcodes.csv,52144,,,,,,,,,,,,5239,302,
Rum,project.sales.zipcodes.csv,52144,,,,,,,,,,,,17239,1125,
Brandy,project.sales.zipcodes.csv,52144,,,,,,,,,,,,4799,440,
Amaretto,project.sales.zipcodes.csv,52144,,,,,,,,,,,,670,80,
Tequila,project.sales.zipcodes.csv,52144,,,,,,,,,,,,2271,128,
Schnapps,project.sales.zipcodes.csv,52144,,,,,,,,,,,,10895,991,
Brandy,project.sales.zipcodes.csv,52172,,,,,,,,,,,,31885,2940,
Rum,project.sales.zipcodes.csv,52172,,,,,,,,,,,,100191,6562,
Tequila,project.sales.zipcodes.csv,52172,,,,,,,,,,,,17798,1118,
Misc,project.sales.zipcodes.csv,52172,,,,,,,,,,,,57855,3485,
Whisky,project.sales.zipcodes.csv,52172,,,,,,,,,,,,230471,17016,
Gin,project.sales.zipcodes.csv,52172,,,,,,,,,,,,8527,676,
Vodka,project.sales.zipcodes.csv,52172,,,,,,,,,,,,122120,12081,
Amaretto,project.sales.zipcodes.csv,52172,,,,,,,,,,,,1929,197,
Schnapps,project.sales.zipcodes.csv,52172,,,,,,,,,,,,68361,5219,
Distilled Spirits,project.sales.zipcodes.csv,52172,,,,,,,,,,,,3124,218,
Vodka,project.sales.zipcodes.csv,50314,,,,,,,,,,,,2493508,164233,
Misc,project.sales.zipcodes.csv,50314,,,,,,,,,,,,921755,49075,
Brandy,project.sales.zipcodes.csv,50314,,,,,,,,,,,,668284,24154,
Whisky,project.sales.zipcodes.csv,50314,,,,,,,,,,,,2836952,129752,
Amaretto,project.sales.zipcodes.csv,50314,,,,,,,,,,,,30278,2828,
Tequila,project.sales.zipcodes.csv,50314,,,,,,,,,,,,933206,47630,
Rum,project.sales.zipcodes.csv,50314,,,,,,,,,,,,928567,64542,
Schnapps,project.sales.zipcodes.csv,50314,,,,,,,,,,,,428490,31381,
Distilled Spirits,project.sales.zipcodes.csv,50314,,,,,,,,,,,,16262,1571,
Gin,project.sales.zipcodes.csv,50314,,,,,,,,,,,,327414,21881,
Misc,project.sales.zipcodes.csv,52632,,,,,,,,,,,,178004,9237,
Whisky,project.sales.zipcodes.csv,52632,,,,,,,,,,,,701182,39023,
Amaretto,project.sales.zipcodes.csv,52632,,,,,,,,,,,,7819,836,
Rum,project.sales.zipcodes.csv,52632,,,,,,,,,,,,286410,20364,
Vodka,project.sales.zipcodes.csv,52632,,,,,,,,,,,,417977,38449,
Tequila,project.sales.zipcodes.csv,52632,,,,,,,,,,,,126511,7003,
Schnapps,project.sales.zipcodes.csv,52632,,,,,,,,,,,,162382,12078,
Brandy,project.sales.zipcodes.csv,52632,,,,,,,,,,,,42891,2659,
Gin,project.sales.zipcodes.csv,52632,,,,,,,,,,,,34091,2928,
Distilled Spirits,project.sales.zipcodes.csv,52632,,,,,,,,,,,,24655,2898,
Misc,project.sales.zipcodes.csv,50583,,,,,,,,,,,,18973,1196,
Vodka,project.sales.zipcodes.csv,50583,,,,,,,,,,,,52010,5387,
Tequila,project.sales.zipcodes.csv,50583,,,,,,,,,,,,16000,963,
Whisky,project.sales.zipcodes.csv,50583,,,,,,,,,,,,139390,11544,
Rum,project.sales.zipcodes.csv,50583,,,,,,,,,,,,48721,3405,
Distilled Spirits,project.sales.zipcodes.csv,50583,,,,,,,,,,,,2645,283,
Gin,project.sales.zipcodes.csv,50583,,,,,,,,,,,,4814,404,
Brandy,project.sales.zipcodes.csv,50583,,,,,,,,,,,,6992,652,
Amaretto,project.sales.zipcodes.csv,50583,,,,,,,,,,,,2444,352,
Schnapps,project.sales.zipcodes.csv,50583,,,,,,,,,,,,13816,1224,
Misc,project.sales.zipcodes.csv,51632,,,,,,,,,,,,38791,2593,
Amaretto,project.sales.zipcodes.csv,51632,,,,,,,,,,,,2083,181,
Whisky,project.sales.zipcodes.csv,51632,,,,,,,,,,,,185204,11390,
Brandy,project.sales.zipcodes.csv,51632,,,,,,,,,,,,4378,357,
Vodka,project.sales.zipcodes.csv,51632,,,,,,,,,,,,63641,6086,
Tequila,project.sales.zipcodes.csv,51632,,,,,,,,,,,,21346,1406,
Distilled Spirits,project.sales.zipcodes.csv,51632,,,,,,,,,,,,3386,242,
Gin,project.sales.zipcodes.csv,51632,,,,,,,,,,,,6867,714,
Rum,project.sales.zipcodes.csv,51632,,,,,,,,,,,,60422,4092,
Schnapps,project.sales.zipcodes.csv,51632,,,,,,,,,,,,15440,1149,
Misc,project.sales.zipcodes.csv,50273,,,,,,,,,,,,50883,3334,
Amaretto,project.sales.zipcodes.csv,50273,,,,,,,,,,,,1501,156,
Whisky,project.sales.zipcodes.csv,50273,,,,,,,,,,,,249959,16216,
Tequila,project.sales.zipcodes.csv,50273,,,,,,,,,,,,35575,2768,
Vodka,project.sales.zipcodes.csv,50273,,,,,,,,,,,,125452,12384,
Brandy,project.sales.zipcodes.csv,50273,,,,,,,,,,,,9143,686,
Rum,project.sales.zipcodes.csv,50273,,,,,,,,,,,,69049,5024,
Schnapps,project.sales.zipcodes.csv,50273,,,,,,,,,,,,18401,1233,
Distilled Spirits,project.sales.zipcodes.csv,50273,,,,,,,,,,,,4880,368,
Gin,project.sales.zipcodes.csv,50273,,,,,,,,,,,,11558,945,
Gin,project.sales.zipcodes.csv,51360,,,,,,,,,,,,70165,5131,
Misc,project.sales.zipcodes.csv,51360,,,,,,,,,,,,193517,11912,
Whisky,project.sales.zipcodes.csv,51360,,,,,,,,,,,,730796,50561,
Vodka,project.sales.zipcodes.csv,51360,,,,,,,,,,,,510885,47269,
Brandy,project.sales.zipcodes.csv,51360,,,,,,,,,,,,29959,2145,
Rum,project.sales.zipcodes.csv,51360,,,,,,,,,,,,370199,26078,
Tequila,project.sales.zipcodes.csv,51360,,,,,,,,,,,,113339,8131,
Distilled Spirits,project.sales.zipcodes.csv,51360,,,,,,,,,,,,19731,2211,
Amaretto,project.sales.zipcodes.csv,51360,,,,,,,,,,,,6929,743,
Schnapps,project.sales.zipcodes.csv,51360,,,,,,,,,,,,94133,6423,
Misc,project.sales.zipcodes.csv,50009,,,,,,,,,,,,214560,12823,
Whisky,project.sales.zipcodes.csv,50009,,,,,,,,,,,,738673,43028,
Tequila,project.sales.zipcodes.csv,50009,,,,,,,,,,,,145529,10411,
Gin,project.sales.zipcodes.csv,50009,,,,,,,,,,,,49068,3513,
Vodka,project.sales.zipcodes.csv,50009,,,,,,,,,,,,599751,50122,
Rum,project.sales.zipcodes.csv,50009,,,,,,,,,,,,341864,24537,
Brandy,project.sales.zipcodes.csv,50009,,,,,,,,,,,,36787,2086,
Amaretto,project.sales.zipcodes.csv,50009,,,,,,,,,,,,10629,899,
Schnapps,project.sales.zipcodes.csv,50009,,,,,,,,,,,,64271,4759,
Whisky,project.sales.zipcodes.csv,50312,,,,,,,,,,,,542123,22315,
Misc,project.sales.zipcodes.csv,50312,,,,,,,,,,,,126576,5399,
Vodka,project.sales.zipcodes.csv,50312,,,,,,,,,,,,357884,28281,
Tequila,project.sales.zipcodes.csv,50312,,,,,,,,,,,,60844,3050,
Brandy,project.sales.zipcodes.csv,50312,,,,,,,,,,,,62867,2331,
Rum,project.sales.zipcodes.csv,50312,,,,,,,,,,,,84918,5709,
Distilled Spirits,project.sales.zipcodes.csv,50312,,,,,,,,,,,,3054,133,
Gin,project.sales.zipcodes.csv,50312,,,,,,,,,,,,72731,4289,
Amaretto,project.sales.zipcodes.csv,50312,,,,,,,,,,,,3624,193,
Schnapps,project.sales.zipcodes.csv,50312,,,,,,,,,,,,11984,919,
Whisky,project.sales.zipcodes.csv,50220,,,,,,,,,,,,203976,15786,
Rum,project.sales.zipcodes.csv,50220,,,,,,,,,,,,85832,6157,
Misc,project.sales.zipcodes.csv,50220,,,,,,,,,,,,35752,2547,
Schnapps,project.sales.zipcodes.csv,50220,,,,,,,,,,,,14769,1207,
Whisky,project.sales.zipcodes.csv,52240,,,,,,,,,,,,2570690,132464,
Misc,project.sales.zipcodes.csv,52240,,,,,,,,,,,,705288,42334,
Brandy,project.sales.zipcodes.csv,52240,,,,,,,,,,,,316818,12587,
Tequila,project.sales.zipcodes.csv,52240,,,,,,,,,,,,578611,32442,
Distilled Spirits,project.sales.zipcodes.csv,52240,,,,,,,,,,,,30737,2595,
Gin,project.sales.zipcodes.csv,52240,,,,,,,,,,,,351552,24118,
Vodka,project.sales.zipcodes.csv,52240,,,,,,,,,,,,2317104,185421,
Rum,project.sales.zipcodes.csv,52240,,,,,,,,,,,,891421,67628,
Amaretto,project.sales.zipcodes.csv,52240,,,,,,,,,,,,22241,1888,
Schnapps,project.sales.zipcodes.csv,52240,,,,,,,,,,,,298110,21747,
Whisky,project.sales.zipcodes.csv,50588,,,,,,,,,,,,598877,41254,
Misc,project.sales.zipcodes.csv,50588,,,,,,,,,,,,124911,7655,
Vodka,project.sales.zipcodes.csv,50588,,,,,,,,,,,,289423,27167,
Rum,project.sales.zipcodes.csv,50588,,,,,,,,,,,,232999,17301,
Brandy,project.sales.zipcodes.csv,50588,,,,,,,,,,,,121982,5467,
Tequila,project.sales.zipcodes.csv,50588,,,,,,,,,,,,119398,6301,
Gin,project.sales.zipcodes.csv,50588,,,,,,,,,,,,43111,3747,
Distilled Spirits,project.sales.zipcodes.csv,50588,,,,,,,,,,,,4745,220,
Amaretto,project.sales.zipcodes.csv,50588,,,,,,,,,,,,5600,649,
Schnapps,project.sales.zipcodes.csv,50588,,,,,,,,,,,,54168,4102,
Misc,project.sales.zipcodes.csv,50841,,,,,,,,,,,,13064,780,
Whisky,project.sales.zipcodes.csv,50841,,,,,,,,,,,,103643,7006,
Vodka,project.sales.zipcodes.csv,50841,,,,,,,,,,,,25321,2686,
Schnapps,project.sales.zipcodes.csv,50841,,,,,,,,,,,,7172,518,
Tequila,project.sales.zipcodes.csv,50841,,,,,,,,,,,,9413,712,
Distilled Spirits,project.sales.zipcodes.csv,50841,,,,,,,,,,,,1044,68,
Gin,project.sales.zipcodes.csv,50841,,,,,,,,,,,,2333,212,
Rum,project.sales.zipcodes.csv,50841,,,,,,,,,,,,14309,985,
Brandy,project.sales.zipcodes.csv,50841,,,,,,,,,,,,2900,249,
Amaretto,project.sales.zipcodes.csv,50841,,,,,,,,,,,,450,60,
Misc,project.sales.zipcodes.csv,52136,,,,,,,,,,,,59437,3500,
Whisky,project.sales.zipcodes.csv,52136,,,,,,,,,,,,215383,15916,
Brandy,project.sales.zipcodes.csv,52136,,,,,,,,,,,,26187,2376,
Rum,project.sales.zipcodes.csv,52136,,,,,,,,,,,,113311,8130,
Vodka,project.sales.zipcodes.csv,52136,,,,,,,,,,,,121868,13531,
Tequila,project.sales.zipcodes.csv,52136,,,,,,,,,,,,25459,1637,
Gin,project.sales.zipcodes.csv,52136,,,,,,,,,,,,11508,925,
Distilled Spirits,project.sales.zipcodes.csv,52136,,,,,,,,,,,,1287,60,
Amaretto,project.sales.zipcodes.csv,52136,,,,,,,,,,,,2318,269,
Schnapps,project.sales.zipcodes.csv,52136,,,,,,,,,,,,65022,4992,
Misc,project.sales.zipcodes.csv,51601,,,,,,,,,,,,79800,4487,
Whisky,project.sales.zipcodes.csv,51601,,,,,,,,,,,,320190,19436,
Rum,project.sales.zipcodes.csv,51601,,,,,,,,,,,,104230,7501,
Vodka,project.sales.zipcodes.csv,51601,,,,,,,,,,,,125589,11932,
Schnapps,project.sales.zipcodes.csv,51601,,,,,,,,,,,,27732,2149,
Gin,project.sales.zipcodes.csv,51601,,,,,,,,,,,,14762,1194,
Brandy,project.sales.zipcodes.csv,51601,,,,,,,,,,,,8538,649,
Tequila,project.sales.zipcodes.csv,51601,,,,,,,,,,,,57753,4093,
Amaretto,project.sales.zipcodes.csv,51601,,,,,,,,,,,,2214,252,
Distilled Spirits,project.sales.zipcodes.csv,51601,,,,,,,,,,,,3027,157,
Misc,project.sales.zipcodes.csv,52001,,,,,,,,,,,,314314,18577,
Whisky,project.sales.zipcodes.csv,52001,,,,,,,,,,,,1233422,74803,
Rum,project.sales.zipcodes.csv,52001,,,,,,,,,,,,632085,44121,
Brandy,project.sales.zipcodes.csv,52001,,,,,,,,,,,,302518,13061,
Tequila,project.sales.zipcodes.csv,52001,,,,,,,,,,,,210489,10911,
Gin,project.sales.zipcodes.csv,52001,,,,,,,,,,,,120341,8952,
Vodka,project.sales.zipcodes.csv,52001,,,,,,,,,,,,1100610,94236,
Amaretto,project.sales.zipcodes.csv,52001,,,,,,,,,,,,20225,1842,
Schnapps,project.sales.zipcodes.csv,52001,,,,,,,,,,,,197965,13346,
Distilled Spirits,project.sales.zipcodes.csv,52001,,,,,,,,,,,,23521,2545,
Whisky,project.sales.zipcodes.csv,50309,,,,,,,,,,,,77193,5182,
Gin,project.sales.zipcodes.csv,50309,,,,,,,,,,,,8715,772,
Vodka,project.sales.zipcodes.csv,50309,,,,,,,,,,,,116843,11422,
Rum,project.sales.zipcodes.csv,50309,,,,,,,,,,,,17955,1109,
Brandy,project.sales.zipcodes.csv,50309,,,,,,,,,,,,26790,1043,
Amaretto,project.sales.zipcodes.csv,50309,,,,,,,,,,,,106,4,
Misc,project.sales.zipcodes.csv,50309,,,,,,,,,,,,6810,273,
Tequila,project.sales.zipcodes.csv,50309,,,,,,,,,,,,7127,243,
Misc,project.sales.zipcodes.csv,51560,,,,,,,,,,,,7587,458,
Whisky,project.sales.zipcodes.csv,51560,,,,,,,,,,,,46955,3035,
Gin,project.sales.zipcodes.csv,51560,,,,,,,,,,,,1967,177,
Vodka,project.sales.zipcodes.csv,51560,,,,,,,,,,,,24855,2913,
Rum,project.sales.zipcodes.csv,51560,,,,,,,,,,,,13917,912,
Brandy,project.sales.zipcodes.csv,51560,,,,,,,,,,,,2935,234,
Tequila,project.sales.zipcodes.csv,51560,,,,,,,,,,,,3731,167,
Schnapps,project.sales.zipcodes.csv,51560,,,,,,,,,,,,3380,320,
Amaretto,project.sales.zipcodes.csv,51560,,,,,,,,,,,,680,98,
Misc,project.sales.zipcodes.csv,50125,,,,,,,,,,,,161232,9235,
Vodka,project.sales.zipcodes.csv,50125,,,,,,,,,,,,354088,33467,
Whisky,project.sales.zipcodes.csv,50125,,,,,,,,,,,,533120,33415,
Rum,project.sales.zipcodes.csv,50125,,,,,,,,,,,,231150,16723,
Brandy,project.sales.zipcodes.csv,50125,,,,,,,,,,,,19777,1547,
Tequila,project.sales.zipcodes.csv,50125,,,,,,,,,,,,72157,5253,
Distilled Spirits,project.sales.zipcodes.csv,50125,,,,,,,,,,,,9511,434,
Gin,project.sales.zipcodes.csv,50125,,,,,,,,,,,,37263,3145,
Amaretto,project.sales.zipcodes.csv,50125,,,,,,,,,,,,4713,554,
Schnapps,project.sales.zipcodes.csv,50125,,,,,,,,,,,,52970,3566,
Brandy,project.sales.zipcodes.csv,50115,,,,,,,,,,,,1483,113,
Whisky,project.sales.zipcodes.csv,50115,,,,,,,,,,,,40376,3090,
Gin,project.sales.zipcodes.csv,50115,,,,,,,,,,,,1863,190,
Vodka,project.sales.zipcodes.csv,50115,,,,,,,,,,,,17148,1664,
Misc,project.sales.zipcodes.csv,50115,,,,,,,,,,,,4355,317,
Rum,project.sales.zipcodes.csv,50115,,,,,,,,,,,,10400,679,
Tequila,project.sales.zipcodes.csv,50115,,,,,,,,,,,,1592,126,
Amaretto,project.sales.zipcodes.csv,50115,,,,,,,,,,,,189,20,
Schnapps,project.sales.zipcodes.csv,50115,,,,,,,,,,,,3526,304,
Distilled Spirits,project.sales.zipcodes.csv,50115,,,,,,,,,,,,142,6,
Misc,project.sales.zipcodes.csv,50441,,,,,,,,,,,,42325,2417,
Whisky,project.sales.zipcodes.csv,50441,,,,,,,,,,,,185032,14134,
Brandy,project.sales.zipcodes.csv,50441,,,,,,,,,,,,14864,1282,
Rum,project.sales.zipcodes.csv,50441,,,,,,,,,,,,62540,4780,
Vodka,project.sales.zipcodes.csv,50441,,,,,,,,,,,,78085,8350,
Tequila,project.sales.zipcodes.csv,50441,,,,,,,,,,,,35062,1708,
Gin,project.sales.zipcodes.csv,50441,,,,,,,,,,,,7065,630,
Amaretto,project.sales.zipcodes.csv,50441,,,,,,,,,,,,1541,198,
Schnapps,project.sales.zipcodes.csv,50441,,,,,,,,,,,,24000,1939,
Distilled Spirits,project.sales.zipcodes.csv,50441,,,,,,,,,,,,2173,122,
Misc,project.sales.zipcodes.csv,52003,,,,,,,,,,,,145187,8622,
Whisky,project.sales.zipcodes.csv,52003,,,,,,,,,,,,475570,27439,
Vodka,project.sales.zipcodes.csv,52003,,,,,,,,,,,,354366,27950,
Brandy,project.sales.zipcodes.csv,52003,,,,,,,,,,,,34047,2146,
Rum,project.sales.zipcodes.csv,52003,,,,,,,,,,,,254638,17609,
Tequila,project.sales.zipcodes.csv,52003,,,,,,,,,,,,101516,5819,
Distilled Spirits,project.sales.zipcodes.csv,52003,,,,,,,,,,,,16425,2170,
Gin,project.sales.zipcodes.csv,52003,,,,,,,,,,,,38686,2893,
Amaretto,project.sales.zipcodes.csv,52003,,,,,,,,,,,,6575,753,
Schnapps,project.sales.zipcodes.csv,52003,,,,,,,,,,,,93824,6533,
Misc,project.sales.zipcodes.csv,50597,,,,,,,,,,,,7716,452,
Vodka,project.sales.zipcodes.csv,50597,,,,,,,,,,,,17268,1667,
Whisky,project.sales.zipcodes.csv,50597,,,,,,,,,,,,65462,6262,
Rum,project.sales.zipcodes.csv,50597,,,,,,,,,,,,19822,1481,
Schnapps,project.sales.zipcodes.csv,50597,,,,,,,,,,,,4927,372,
Tequila,project.sales.zipcodes.csv,50597,,,,,,,,,,,,2572,177,
Distilled Spirits,project.sales.zipcodes.csv,50597,,,,,,,,,,,,395,18,
Gin,project.sales.zipcodes.csv,50597,,,,,,,,,,,,950,91,
Brandy,project.sales.zipcodes.csv,50597,,,,,,,,,,,,5427,508,
Amaretto,project.sales.zipcodes.csv,50597,,,,,,,,,,,,259,34,
Vodka,project.sales.zipcodes.csv,52205,,,,,,,,,,,,148315,16417,
Misc,project.sales.zipcodes.csv,52205,,,,,,,,,,,,55608,3160,
Whisky,project.sales.zipcodes.csv,52205,,,,,,,,,,,,224886,16470,
Gin,project.sales.zipcodes.csv,52205,,,,,,,,,,,,7868,688,
Rum,project.sales.zipcodes.csv,52205,,,,,,,,,,,,106719,7642,
Brandy,project.sales.zipcodes.csv,52205,,,,,,,,,,,,10324,762,
Tequila,project.sales.zipcodes.csv,52205,,,,,,,,,,,,25349,1732,
Amaretto,project.sales.zipcodes.csv,52205,,,,,,,,,,,,1442,182,
Schnapps,project.sales.zipcodes.csv,52205,,,,,,,,,,,,37267,2982,
Distilled Spirits,project.sales.zipcodes.csv,52205,,,,,,,,,,,,2898,200,
Misc,project.sales.zipcodes.csv,50606,,,,,,,,,,,,852,48,
Whisky,project.sales.zipcodes.csv,50606,,,,,,,,,,,,16150,1430,
Distilled Spirits,project.sales.zipcodes.csv,50606,,,,,,,,,,,,91,3,
Gin,project.sales.zipcodes.csv,50606,,,,,,,,,,,,747,113,
Vodka,project.sales.zipcodes.csv,50606,,,,,,,,,,,,3671,482,
Rum,project.sales.zipcodes.csv,50606,,,,,,,,,,,,3338,304,
Brandy,project.sales.zipcodes.csv,50606,,,,,,,,,,,,1378,126,
Tequila,project.sales.zipcodes.csv,50606,,,,,,,,,,,,371,21,
Schnapps,project.sales.zipcodes.csv,50606,,,,,,,,,,,,2271,211,
Amaretto,project.sales.zipcodes.csv,50606,,,,,,,,,,,,9,1,
Misc,project.sales.zipcodes.csv,50010,,,,,,,,,,,,619504,36462,
Tequila,project.sales.zipcodes.csv,50010,,,,,,,,,,,,370111,23588,
Vodka,project.sales.zipcodes.csv,50010,,,,,,,,,,,,1649416,140290,
Whisky,project.sales.zipcodes.csv,50010,,,,,,,,,,,,2446231,138567,
Rum,project.sales.zipcodes.csv,50010,,,,,,,,,,,,1014614,76132,
Brandy,project.sales.zipcodes.csv,50010,,,,,,,,,,,,176572,9343,
Schnapps,project.sales.zipcodes.csv,50010,,,,,,,,,,,,208793,14812,
Distilled Spirits,project.sales.zipcodes.csv,50010,,,,,,,,,,,,68039,7284,
Gin,project.sales.zipcodes.csv,50010,,,,,,,,,,,,241578,17743,
Amaretto,project.sales.zipcodes.csv,50010,,,,,,,,,,,,28370,2587,
Misc,project.sales.zipcodes.csv,50021,,,,,,,,,,,,293936,17265,
Tequila,project.sales.zipcodes.csv,50021,,,,,,,,,,,,210297,15818,
Whisky,project.sales.zipcodes.csv,50021,,,,,,,,,,,,1108982,62969,
Brandy,project.sales.zipcodes.csv,50021,,,,,,,,,,,,60927,3706,
Rum,project.sales.zipcodes.csv,50021,,,,,,,,,,,,444664,31604,
Vodka,project.sales.zipcodes.csv,50021,,,,,,,,,,,,840631,71929,
Schnapps,project.sales.zipcodes.csv,50021,,,,,,,,,,,,80686,5565,
Distilled Spirits,project.sales.zipcodes.csv,50021,,,,,,,,,,,,20415,1583,
Gin,project.sales.zipcodes.csv,50021,,,,,,,,,,,,92151,6946,
Amaretto,project.sales.zipcodes.csv,50021,,,,,,,,,,,,15868,1317,
Misc,project.sales.zipcodes.csv,50036,,,,,,,,,,,,101395,5963,
Tequila,project.sales.zipcodes.csv,50036,,,,,,,,,,,,44677,2952,
Whisky,project.sales.zipcodes.csv,50036,,,,,,,,,,,,518468,35650,
Vodka,project.sales.zipcodes.csv,50036,,,,,,,,,,,,256142,25128,
Brandy,project.sales.zipcodes.csv,50036,,,,,,,,,,,,26379,2034,
Rum,project.sales.zipcodes.csv,50036,,,,,,,,,,,,172642,12360,
Distilled Spirits,project.sales.zipcodes.csv,50036,,,,,,,,,,,,7551,484,
Gin,project.sales.zipcodes.csv,50036,,,,,,,,,,,,28123,2326,
Amaretto,project.sales.zipcodes.csv,50036,,,,,,,,,,,,5104,430,
Schnapps,project.sales.zipcodes.csv,50036,,,,,,,,,,,,55927,4121,
Misc,project.sales.zipcodes.csv,52601,,,,,,,,,,,,200530,11289,
Tequila,project.sales.zipcodes.csv,52601,,,,,,,,,,,,127055,6555,
Whisky,project.sales.zipcodes.csv,52601,,,,,,,,,,,,821853,48027,
Rum,project.sales.zipcodes.csv,52601,,,,,,,,,,,,300999,21105,
Vodka,project.sales.zipcodes.csv,52601,,,,,,,,,,,,674324,56872,
Brandy,project.sales.zipcodes.csv,52601,,,,,,,,,,,,206516,8728,
Distilled Spirits,project.sales.zipcodes.csv,52601,,,,,,,,,,,,22726,1898,
Gin,project.sales.zipcodes.csv,52601,,,,,,,,,,,,69725,5627,
Amaretto,project.sales.zipcodes.csv,52601,,,,,,,,,,,,8614,861,
Schnapps,project.sales.zipcodes.csv,52601,,,,,,,,,,,,121629,9919,
Misc,project.sales.zipcodes.csv,52405,,,,,,,,,,,,151704,9534,
Vodka,project.sales.zipcodes.csv,52405,,,,,,,,,,,,502439,48614,
Whisky,project.sales.zipcodes.csv,52405,,,,,,,,,,,,594290,39732,
Rum,project.sales.zipcodes.csv,52405,,,,,,,,,,,,262456,19145,
Schnapps,project.sales.zipcodes.csv,52405,,,,,,,,,,,,93767,7282,
Tequila,project.sales.zipcodes.csv,52405,,,,,,,,,,,,88596,5277,
Distilled Spirits,project.sales.zipcodes.csv,52405,,,,,,,,,,,,5384,251,
Gin,project.sales.zipcodes.csv,52405,,,,,,,,,,,,43135,3732,
Brandy,project.sales.zipcodes.csv,52405,,,,,,,,,,,,111797,5943,
Amaretto,project.sales.zipcodes.csv,52405,,,,,,,,,,,,4530,408,
Misc,project.sales.zipcodes.csv,52404,,,,,,,,,,,,303399,17541,
Tequila,project.sales.zipcodes.csv,52404,,,,,,,,,,,,194734,12111,
Whisky,project.sales.zipcodes.csv,52404,,,,,,,,,,,,1099292,73300,
Rum,project.sales.zipcodes.csv,52404,,,,,,,,,,,,519969,39104,
Schnapps,project.sales.zipcodes.csv,52404,,,,,,,,,,,,125343,9393,
Distilled Spirits,project.sales.zipcodes.csv,52404,,,,,,,,,,,,18905,785,
Gin,project.sales.zipcodes.csv,52404,,,,,,,,,,,,77005,6060,
Vodka,project.sales.zipcodes.csv,52404,,,,,,,,,,,,963510,88896,
Brandy,project.sales.zipcodes.csv,52404,,,,,,,,,,,,288681,12057,
Amaretto,project.sales.zipcodes.csv,52404,,,,,,,,,,,,12303,1130,
Misc,project.sales.zipcodes.csv,52403,,,,,,,,,,,,75201,4937,
